Grapheme	IPA	Frequency
^d	ⁿd	1
e	e	68
s	s	17
m	m	26
o	o	54
t	t	43
n	n	30
e$	e	46
^n	n	68
i	i	51
-	+	38
ᵐb	ⁿb	10
u	u	50
l	l	37
-$	NULL	15
^-	NULL	53
ð	ð	18
ᵑk	ⁿk	2
aː	aː	8
ɸ	f	2
l$	l	8
a	a	97
x	x	28
p	p	6
k	k	8
s$	s	13
ⁿd	ⁿd	3
n$	n	12
aᵑg	a ⁿg	9
p$	p	7
w	w	17
ʔ	ʔ	6
v	v	10
ᵑg	ⁿg	6
o$	o	15
ᵐʙ	ⁿʙ	17
mʷ	mʷ	3
a$	a	12
r	r	6
ŋ	ŋ	5
ʔ$	ʔ	8
ɣ	ɣ	3
ɔ$	o	3
i$	i	14
ɪ	i	2
x$	x	12
_	+	7
xs	x s	1
g	ⁿg	1
t$	t	5
^w	w	3
^ᵐb	ⁿb	2
^k	k	9
j	j	1
^p	p	3
ːm	m	1
m$	m	4
^m	m	16
$	NULL	8
^t	t	5
ns	n s	1
ɔ	o	2
xʷ	x w	2
nw	n w	1
^ð	ð	2
eᵐb	e ⁿb	1
eᵑg	e ⁿg	1
β	β	7
aᵐb	a ⁿb	1
_ᵑg	+ ⁿg	2
ŋ$	ŋ	1
^l	l	8
^s	s	5
ʉ	y	2
w$	w	2
^β	β	1
^ⁿd	ⁿd	4
^v	v	3
^e	e	1
^i	i	1
ə	ə	3
u$	u	1
h	x	1
^x	x	1
__	+	1
