Grapheme	IPA	Frequency
^n	n	69
mb	ⁿb
a	a	161
-	+	143
v	v	20
r	r	32
n$	n	46
^ⁿd	ⁿd	4
l	l	34
mʷ	mʷ	5
i	i	68
r$	r	8
^ᵐb	ⁿb	2
ŋ	ŋ	14
ᵐb	ⁿb	15
u	u	48
ɛ	e	24
^i	i	65
o	o	40
ŋ$	ŋ	13
h	h	13
l$	l	20
^ᵑg	ⁿg	2
m	m	46
i$	i	11
^p	p	1
e	e	13
ɣ	ɣ	19
s$	s	15
ɔ$	o	1
p$	p	5
lʃ	l s	1
t	t	34
aᵐb	a ⁿb	3
ᵐʙ	ⁿʙ	4
s	s	12
n	n	25
-$	NULL	1
b$	ⁿb	7
š	s	3
vʷ	vʷ	3
^-	NULL	14
h$	h	9
æ	a	1
ⁿd	ⁿd	5
a$	a	2
ɪ	i	11
ə	ə	2
ʊ	ø	2
sw	s w	1
ᵑg	ⁿg	1
nh	n x	1
ᵐbʷ	ⁿbʷ	3
w	w	5
u$	u	6
p	p	13
e$	e	3
k	k	5
ʉ	y	13
_ⁿd	+ ⁿd	2
o$	o	6
^ᵐbʷ	ⁿbʷ	1
^v	v	1
_	+	6
t$	t	11
^h	h	1
vh	v h	2
ɛ$	e	2
x$	x	9
rw	r w	1
ɔʰ$	o	1
m$	m	4
^vʷ	vʷ	1
-_	+	1
ɔ	o	1
k$	k	2
^mʷ	mʷ	1
ʃ	s	1
_$	NULL	1
aa	a	5
^l	l	5
^m	m	4
^s	s	2
^a	a	8
j	j	1
ŋs	ŋ s	1
b	ᵐb	1
ɛʰ$	e	1
^r	r	3
oo	o	1
