Grapheme	IPA	Frequency
^l	l	22
ə	ə	136
m	m	24
e	e	87
n$	n	57
^m	m	25
o	o	19
r	r	31
n	n	39
l	l	38
d	d	11
^t	t	18
i	i	75
g$	g	9
^s	s	14
l$	l	14
o$	o	12
^r	r	11
u	u	20
t	t	29
vs	v s	1
p$	p	13
^n	n	42
t$	t	13
i$	i	15
_	+	10
p	p	6
k	k	8
^bw	bʷ	1
^v	v	10
^j	j/dʒ	16
v	v	19
s	s	18
^p	p	9
vw	vʷ	2
g	g	16
^d	d	10
ee	eː	1
a	a	27
ɣ|	ɣ +	1
^k	k	7
^pw	pʷ	1
s$	s	20
^i	i	14
j	j/dʒ	8
$	NULL	10
ɣ$	ɣ	15
b	b	8
^u	u	4
e$	e	12
u$	u	14
r$	r	12
k$	k	3
ə|	ə +	2
^e	e	13
ɣs	ɣ s	1
^vw	vʷ	2
^x	x	6
əj	əi	7
x	x	10
ij$	ij/i j	3
^b	b	6
m$	m	6
aa	aː	4
b$	b	5
nw	nʷ	1
k|	k +	1
ɣ	ɣ	2
^w	w	3
^e$	e	1
a$	a	2
w	w	1
^g	g	1
d$	d	1
^a	a	1
e|	e +	1
