Grapheme	IPA	Frequency
^v	v	13
y	y/j	73
aa$	aː	3
^mw	mʷ	2
e	e	75
i$	i	30
^m	m	30
a	a	63
t	t	24
ó$	ó/o	7
^l	l	7
-	+	12
i	i	50
k$	k	8
^o	o	4
k	k	7
o$	o	13
^s	s	16
l	l	27
e$	e	40
^y	y/j	11
aa	aː	6
s	s	26
^t	t	26
u	u	42
n	n	50
g$	g	11
^b	b	19
o	o	32
p$	p	11
^u	u	6
d	d	5
n$	n	24
m$	m	4
^i	i	2
g	g	18
r$	r	22
s$	s	18
r	r	12
_	+	13
v	v	15
^k	k	16
w	w	10
^d	d	9
m	m	13
^n	n	16
a$	a	17
^p	p	18
u$	u	11
ps	p s	3
gs	g s	1
^e	e	12
^g	g	7
p	p	8
óó	óó/oː	3
^a	a	6
ms	m s	1
^pw	pʷ	2
pw	pʷ	1
^ó	ʔ ó/o	1
^-	NULL	2
'o'o	ʔ o ʔ o	1
ee$	eː	2
ii$	iː	4
^w	w	9
^bw	bʷ	3
éé$	éé/eː	1
b	b	4
uu$	uː	2
'$	ʔ	1
l$	l	2
t$	t	1
^ós$	ʔ ó/o s	1
uu	uː	1
'e'e$	ʔ e ʔ e	1
é	é/e	1
'o$	ʔ o	1
mw	mʷ	1
rw	rʷ	1
oo$	oː	3
ns	n s	1
^a$	a	1
-$	NULL	1
^ee$	eː	1
^sw	sʷ	1
