Grapheme	IPA	Frequency
^’	ʔ	11
i	i	45
_	+	39
n$	n	47
^j	j/dʒ	8
e	e	51
l	l	11
a	a	96
n	n	21
m	m	12
o:	oː	3
k	k	12
j	j/dʒ	4
u	u	34
’	ʔ	20
^o	o	3
^p	p	15
^ʝ	ʝ	5
ⁿd	ⁿd	9
e$	e	13
^n	n	14
p	p	7
o	o	22
t̪	t̪	12
i$	i	12
^t̪	t̪	14
^s	s	6
o$	o	7
^ʰm	ʰm	3
g	g	4
c$	c/ts	8
^k	k	15
^c	c	8
f	f	3
c	c/ts	5
a$	a	18
^f	f	5
^ᵐb	ⁿb	3
_ᵐb	+ ⁿb	2
^ɣʷ	ɣʷ	5
ã	ã	4
aᵐb	a ⁿb	3
a:	aː	4
^ŋ	ŋ	5
k$	k	24
p$	p	3
^ⁿd	ⁿd	7
t̪$	t̪	9
ẽ	ẽ	2
^u	u	1
^m	m	8
ʝ	ʝ	6
u$	u	3
v	v	7
^i	i	1
ŋ	ŋ	4
^w	w	5
eᵐb	e ⁿb	1
^θ	θ	2
ee	eː	1
pʷ	pʷ	1
^ɲ	ɲ	1
^g	g	3
w	w	4
ɛ$	ɛ	1
^ʰn	ʰn	1
ɲ$	ɲ	3
a:$	aː	1
^xʰ	xʰ	2
m$	m	2
ŋ$	ŋ	3
i:	iː	1
^v	v	1
^l	l	1
^a	a	1
s	s	1
