Grapheme	IPA	Frequency
^l	l	17
i	i	42
m	m	19
a$	a	76
^m	m	25
e	e	49
r	r	52
i$	i	41
a	a	111
t	t	41
u	u	59
^n	n	14
n	n	45
e$	e	31
^r	r	16
g	g	37
k	k	32
o	o	72
l	l	28
o$	o	45
^z	z	7
^v	v	17
d	d	9
u$	u	53
^p	p	25
y	y/j	10
j	j/dʒ	7
^k	k	27
v	v	20
^i	i	12
p	p	14
^s	s	7
s	s	4
^g	g	18
q	q	8
^o	o	7
^b	b	14
z	z	17
^a	a	11
^t	t	18
^d	d	4
b	b	7
-	+	3
^q	q	2
^u	u	2
^j	j/dʒ	2
^e	e	1
^h	h	1
_	+	2
^_	NULL	1
^=	NULL	1
_$	NULL	3
