Grapheme	IPA	Frequency
^m	m	20
i	i	69
n	n	29
i$	i	37
^p	p	16
a	a	55
p	p	16
ŋ	ŋ	24
o	o	34
k	k	31
a$	a	27
e	e	25
t	t	15
^k	k	33
v	v	13
e$	e	12
^n	n	2
s$	s	7
r	r	9
u	u	39
kw	kʷ	1
n$	n	11
^g	g	4
g	g	5
r$	r	4
^s	s	10
m$	m	7
^b	b	3
o$	o	15
^i	i	12
^ŋ	ŋ	10
^t	t	9
h$	h	1
ɛ	ɛ	12
ɛ$	ɛ	2
^y	y/j	5
l	l	25
k$	k	13
-	+	5
m	m	23
u$	u	9
ɔ	ɔ	11
s	s	10
_	+	9
y	y/j	11
p$	p	3
ŋ$	ŋ	5
ks	k s	1
ps	p s	1
^l	l	8
^v	v	5
^r	r	7
t$	t	11
^ɛ	ɛ	3
^a	a	3
l$	l	5
ɔ$	ɔ	3
^ŋs	ŋ s	1
^u	u	1
^ɣ	ɣ	4
^e	e	17
ɣ	ɣ	4
aᵑg	a ⁿg	1
w	w	1
d	d	5
b	b	2
c$	c/ts	1
lw	lʷ	1
