Grapheme	IPA	Frequency
^rw	rʷ	3
a$	a	22
^s	s	23
ā	ā/a 	12
r$	r	30
^k	k	37
a	a	96
k	k	14
u$	u	13
^w	w	8
e$	e	5
^r	r	21
ā$	ā/a 	2
^n	n	9
ĕ	ĕ/e	26
y	y/j	6
n$	n	25
m	m	14
b	b	22
^ās$	ā/a s	2
^a	a	12
m$	m	22
^f	f	9
r	r	30
u	u	24
n	n	34
e	e	25
f$	f	15
^y	y/j	6
o	o	29
i	i	28
b$	b	6
e|	e +	2
w	w	3
s$	s	7
d	d	6
^sw	sʷ	4
^m	m	31
k$	k	19
s	s	16
ï	ï/ɪ	5
o$	o	13
p	p	7
i$	i	10
ĕs$	ĕ/e s	7
w$	w	1
^ā	ā/a	1
p$	p	6
^i	i	5
r|	r +	1
g	g	4
^e	e	2
^b	b	16
f	f	8
^o	o	3
w|	w +	1
-	+	1
ps	p s	1
t$	t	2
^a$	a	1
^d	d	6
^o|	o +	1
ās$	ā/a s	2
^p	p	11
ē	ē/e 	1
rs	r s	1
^u	u	1
i|	i +	1
ŋ	ŋ	2
ïs$	ï/ɪ s	2
a|	a +	1
^kw	kʷ	2
^-	NULL	1
^t	t	1
kw	kʷ	1
^i$	i	1
^ŋ	ŋ	1
ï$	ï	4
ĕ$	ĕ/e	1
o|	o +	1
