Grapheme	IPA	Frequency
^n	n	14
i	i	85
m	m	9
a	a	129
-	+	24
n	n	44
h$	h	30
^k	k	26
e	e	19
r	r	20
u	u	47
k$	k	7
^m	m	14
t	t	14
o	o	52
u$	u	8
^t	t	20
n$	n	25
^s	s	6
^o	o	3
m$	m	9
s	s	16
f$	f	12
^b	b	9
ŋ$	ŋ	17
u|	u +	4
^p	p	13
^ts	ts	5
^a	a	25
t$	t	7
s$	s	12
v$	v	1
^r	r	7
f	f	7
ts	ts	6
^g	g	4
g	g	3
^f	f	13
^u	u	2
^ŋ	ŋ	2
r$	r	10
ŋ	ŋ	9
a$	a	20
h	h	2
^y	y/j	2
b	b	3
^v	v	10
i$	i	6
k	k	8
ts$	ts	8
o$	o	7
d	d	2
p$	p	1
p	p	6
v	v	3
i|	i +	1
^i	i	6
ŋs	ŋ s	1
^w	w	1
e$	e	3
y	y/j	2
^i$	i	1
r|	r +	1
v|	v +	1
_	+	2
^e	e	1
