Grapheme	IPA	Frequency
^k	k	26
a	a	159
n	n	37
o$	o	20
^p	p	8
e	e	28
l	l	35
i	i	39
m	m	28
i$	i	19
f	f	14
^k|	k +	1
-$	NULL	9
^-	NULL	50
t	t	25
g$	g	3
^t	t	9
^m	m	25
a$	a	18
u	u	32
s$	s	13
o	o	26
r$	r	2
p	p	18
^u	u	2
^n	n	8
b	b	25
s	s	12
w	w	9
^a	a	10
^s	s	7
ŋ	ŋ	4
k	k	12
d	d	5
ɔ$	ɔ	19
t$	t	11
^l	l	8
^w	w	9
^g	g	4
-_	+	1
y	y/j	5
m$	m	8
f$	f	7
g	g	9
l$	l	8
e$	e	11
n$	n	22
p$	p	4
r	r	5
j	j/dʒ	1
u$	u	3
_-	+	1
ñ	ɲ	3
-	+	5
^e	e	1
^b	b	6
k$	k	3
əj	əi	1
h	h	3
ɔ	ɔ	8
ɛ$	ɛ	5
^i	i	2
^d	d	3
^f	f	4
ʔ$	ʔ	1
a|	a +	3
ɛ	ɛ	4
^v	v	1
^c	c	1
i|	i +	1
_	+	2
^t|	t +	1
dd	dː	1
