Grapheme	IPA	Frequency
^n	n	59
ü	ü/y	5
m	m	47
ü$	ü/y	10
^k	k	3
a	a	48
n	n	30
u	u	25
œ$	œ	15
e$	e	30
^w	w	6
^l	l	19
œ	œ	20
p	p	22
k	k	28
i$	i	26
^v	v	2
m$	m	3
^a	a	4
l	l	42
^y	y/j	6
o$	o	8
^o	o	2
o	o	20
ŋ	ŋ	17
g	g	5
i	i	34
u$	u	37
^m	m	21
b	b	30
ɔ	ɔ	15
tw	tʷ	2
^t	t	13
?t	ˀt	1
ɒ$	ɒ	10
d	d	19
e	e	19
t	t	20
^ɔ	ɔ	3
ɛ	ɛ	5
ə	ə	15
tʰ	tʰ	8
_	+	6
y	y/j	7
^i	i	34
ɒ	ɒ	6
w	w	9
a$	a	24
ɔ$	ɔ	13
bʷ	bʷ	4
ũ	ũ	1
ũ$	ũ	2
mʷ	mʷ	4
ə$	ə	8
pʷ	pʷ	2
^œ	œ	1
^ŋ	ŋ	3
^mʷ	mʷ	5
æ$	æ	4
ɛ$	ɛ	3
^p	p	4
æ	æ	5
^ɔ̅	ɔ̅/ɔ	3
s	s	1
-$	NULL	1
ā	ā/a 	2
ā$	ā/a 	1
v	v	6
kʷ	kʷ	1
^u	u	3
ɣ	ɣ	2
^d	d	1
ǰ	ǰ/dʒ	1
ʌ̃$	ʌ̃	1
-	+	2
â$	â/a	1
^g	g	1
üw	ü/y w	1
^ā	ā/a	1
kʰ	kʰ	2
^ū	ū/u	1
pʰ	pʰ	1
^tʰ	tʰ	1
r	r	1
ɔ̅	ɔ̅/ɔ	1
^e	e	2
^æ	æ	1
ʌ	ʌ	5
f	f	1
f$	f	1
ǣ$	ǣ/æ	1
