Grapheme	IPA	Frequency
^m	m	14
e	e	47
_	+	59
r	r	62
e$	e	71
^v	v	13
ɛ	ɛ	5
õ$	õ	1
^w	w	10
a	a	33
ɲ	ɲ	4
o$	o	14
^g	g	4
u	u	23
m	m	14
ɛ$	ɛ	6
^ɲ	ɲ	10
i	i	26
^ᵐb	ⁿb	11
w	w	4
i$	i	13
o	o	40
ⁿd	ⁿd	1
ù	ù/u	2
^n	n	10
gʷ	gʷ	1
k	k	15
a:	aː	1
^t̪	t̪	13
ŋ	ŋ	3
n	n	23
^ⁿd	ⁿd	7
ʰ	ʰm	4
^k	k	10
^u	u	2
^xʰ	xʰ	4
’	ʔ	6
u$	u	6
^j	j/dʒ	4
r̃	r̃/r	3
a$	a	17
g	g	1
t̪	t̪	12
^a	a	9
ã	ã	5
o:	oː	3
v	v	7
^ʝ	ʝ	2
ë$	ë/ə	1
c	c/ts	2
s	s	1
___	+	1
ᵐb	ⁿb	3
$	NULL	1
^c	c	1
o:$	oː	2
^r	r	2
^ŋ	ŋ	2
^kʷ	kʷ	1
ä$	ä/æ	1
^rʃ	r ʃ	2
^ʰk	ʰk	1
õ	õ	1
^i	i	1
ø	ø	1
ã$	ã	2
ɣʷ	ɣʷ	1
t̪$	t̪	1
ʝ	ʝ	1
p	p	1
^o$	o	1
^ɛ	ɛ	1
^ʰn	ʰn	1
^p	p	1
j	j/dʒ	1
