Grapheme	IPA	Frequency
^l	l	12
i	i	50
m	m	17
a	a	103
-	+	33
k	k	40
u$	u	53
^w	w	11
æ	æ	4
h	h	21
_	+	6
r	r	35
u	u	57
t	t	34
^s	s	16
^ɔ	ɔ	1
l	l	26
ɔ	ɔ	8
i$	i	33
^r	r	8
o$	o	11
^p	p	9
o	o	46
p	p	6
^č	č/tʃ	5
^k	k	14
w	w	12
e	e	22
a$	a	46
^h	h	15
βh	βʰ	1
ŋ	ŋ	8
^t	t	23
n	n	29
ɛ	ɛ	8
^a	a	6
s	s	14
^m	m	13
β	β	12
^pʷ	pʷ	3
^mʷ	mʷ	6
č	č/tʃ	5
^u	u	4
^n	n	10
s$	s	2
^ŋ	ŋ	2
t$	t	1
nh	nʰ	2
·	+	6
hs	h s	1
·$	NULL	1
ps	p s	1
e$	e	19
^i	i	2
mʷ	mʷ	2
^β	β	9
·h	+ h	1
^o	o	4
sh	sʰ	1
pʷ	pʷ	3
n$	n	5
·w	+ w	1
r$	r	2
^š	š/ʃ	1
rw	rʷ	1
lw	lʷ	1
l$	l	1
c	c/ts	1
th	tʰ	1
