Grapheme	IPA	Frequency
^'ū	ʔ ū/u	1
_	+	9
h	h	3
a	a	70
p	p	14
a$	a	57
^s	s	19
i	i	28
'_h	ʔ + h	1
e	e	36
m	m	21
^'a	ʔ a	5
t	t	14
ạ	ạ/a	21
i$	i	44
^l	l	14
ā$	ā/a 	8
'o$	ʔ o	3
l	l	29
^t	t	17
u$	u	40
^f	f	23
u	u	39
r	r	30
^r	r	16
^p	p	8
^k	k	13
f	f	23
k	k	18
^'u	ʔ u	1
o	o	27
^'e	ʔ e	8
e$	e	31
n	n	26
ä	ä/æ	11
^ä	ä/æ	1
s	s	21
^u	u	3
^'i	ʔ i	3
^a	a	11
'h	ˀh	2
o$	o	16
'u$	ʔ u	5
v	v	7
^i	i	6
^h	h	20
g	g	11
^n	n	1
j	j/dʒ	3
^o	o	4
^m	m	25
^ạ	ạ/a	2
^'ā$	ʔ ā/a	2
^'ạ	ʔ ạ/a	3
'f	ˀf	3
ū$	ū	2
'e$	ʔ e	2
^v	v	6
^ö	ö/œ	1
ī$	ī/i	1
ū	ū	1
'ä	ʔ ä/æ	1
^'o'o	ʔ o ʔ o	1
'a$	ʔ a	8
^j	j/dʒ	4
ō$	ō/o	2
'ạ	ʔ ạ/a	3
ạh	ạ/a h	4
^g	g	2
^'i'i	ʔ i ʔ i	1
^ʔ	ʔ	1
'a	ʔ a	4
'u	ʔ u	1
ạs	ạ/a s	2
'i$	ʔ i	1
^ạs	ạ/a s	1
'e	ʔ e	1
'o	ʔ o	1
ks	k s	1
s$	s	1
^'e$	ʔ e	2
g$	g	1
'i	ʔ i	1
^'ä	ʔ ä/æ	1
x	x	1
^e	e	1
ó$	ó/o	1
gh	gʱ	3
