Grapheme	IPA	Frequency
^r	r	24
i	i	26
m	m	12
a$	a	47
^m	m	29
a	a	93
u	u	35
i$	i	27
^k	k	30
t	t	43
u$	u	51
^v	v	6
e$	e	26
^'a	ʔ a	6
e	e	30
r	r	49
^a	a	12
^p	p	15
'e$	ʔ e	2
p	p	7
o$	o	22
'u$	ʔ u	2
^t	t	38
ā$	ā/a 	8
ō	ō/o	4
ū$	ū	3
^i	i	7
v	v	8
^n	n	10
g	g	28
ā	ā/a 	24
k	k	34
^ū$	ū/u	1
^P	p	2
^u	u	4
n	n	41
o	o	31
ī$	ī/i	3
ū	ū	7
‘	ʔ	3
^‘	ʔ	1
^ā	ā/a	3
'a$	ʔ a	2
'o$	ʔ o	2
'a	ʔ a	4
'i	ʔ i	4
_	+	5
'i$	ʔ i	5
^o	o	4
ī	ī/i	3
^'i	ʔ i	5
ō$	ō/o	2
^'u	ʔ u	4
^'ō	ʔ ō/o	1
ē$	ē/e 	1
^'e	ʔ e	1
^e	e	1
'ū'ū$	ʔ ū/u ʔ ū/u	1
^'o	ʔ o	1
^'ē	ʔ ē/e	1
'ī$	ʔ ī/i	1
^'a$	ʔ a	1
