Grapheme	IPA	Frequency
^k	k	9
i	i	63
ʔ	ʔ	51
-	+	30
n	n	61
ɛ$	ɛ	14
^m	m	25
e	e	45
u	u	55
m	m	26
l	l	59
i$	i	43
^pw	pʷ	5
a	a	159
o	o	15
pw	pʷ	2
o$	o	18
^a	a	15
a$	a	53
^l	l	14
e$	e	56
^s	s	15
h	h	25
ɔ	ɔ	48
_	+	15
t	t	20
^h	h	27
ā$	ā/a 	4
^t	t	12
u$	u	36
r	r	34
s	s	34
^ɔ	ɔ	12
č	č/tʃ	8
^w	w	10
w	w	14
ɛ	ɛ	2
p	p	11
ŋ	ŋ	10
ā	ā/a 	3
^ʔ	ʔ	11
^īh	ī/i h	2
^n	n	9
^mw	mʷ	8
^ŋ	ŋ	5
g	g	1
'a	ʔ a	2
^i	i	20
^r	r	8
^e	e	1
^u	u	6
^p	p	7
'e$	ʔ e	1
k	k	11
ɔ$	ɔ	4
^uu	uː	1
'i$	ʔ i	1
ē$	ē/e 	1
_-	+	1
d	d	2
j	j/dʒ	2
'o	ʔ o	1
^aa	aː	1
^č	č/tʃ	4
aa	aː	1
^ū	ū/u	2
^ās	ā/a s	1
'u	ʔ u	1
ē	ē/e 	1
mw	mʷ	1
^ɛ	ɛ	1
