Grapheme	IPA	Frequency
^n	n	2
i	i	23
'm	ˀm	3
ʌ	ʌ	63
n	n	26
ɛ$	ɛ	34
^h	h	15
ɛ	ɛ	16
'h	ˀh	3
^i	i	9
d	d	11
ɔ	ɔ	13
g	g	5
n$	n	6
'y	'y/ˀj	6
'ɛ	ʔ ɛ	3
l	l	11
m$	m	2
mw	mʷ	2
u	u	18
w$	w	2
^d	d	6
'mw	ˀmʷ	2
^t	t	3
ɩ	ɩ/ɪ	10
t	t	2
i$	i	8
^s	s	3
^m	m	6
b	b	2
^kh	kʰ	1
_	+	1
'd	ˀd	2
m	m	9
'w	ˀw	3
^b	b	4
's	ˀs	3
w	w	7
^ŋ	ŋ	1
'ŋ	ˀŋ	2
h	h	8
a	a	14
ʔ	ʔ	3
ŋ$	ŋ	3
'ṱ	'ṱ/ˀt	1
ɩ$	ɩ/ɪ	6
^ɩ	ɩ/ɪ	2
’	ʔ	8
ŋ	ŋ	3
't	ˀt	3
'ɸ	ˀɸ	1
y	y/j	7
u$	u	8
^ṱ	ṱ/t	7
o	o	9
o$	o	5
'l	ˀl	3
ɔ$	ɔ	5
^y	y/j	4
ß	β	4
ʌ$	ʌ	3
^p	p	3
ṛ	ṛ/r	1
s	s	3
^w	w	3
^ß	β	1
r	r	3
^bw	bʷ	4
ḍ	ḍ/ɖ	2
'bw	ʔ + bʷ	1
^ř	ř/r	1
k	k	4
^mw	mʷ	1
^ɸ	ɸ	1
'pw	ˀpʷ	1
^r̃	r̃/r	1
bw	bʷ	3
ř	ř/r	1
^l	l	1
^‘	ʔ	1
m̩$	m̩	1
^g	g	3
'g	ˀg	2
'i	ʔ i	1
