Grapheme	IPA	Frequency
^n	n	40
ɪ	ɪ	27
v	v	22
a	a	66
r	r	29
-$	NULL	20
ə	ə	18
-	+	37
m	m	26
i	i	25
ɾ$	ɾ	1
ɛ	ɛ	58
t	t	17
u$	u	4
^n̩	n̩/ŋ	1
l	l	29
o	o	54
^-	NULL	63
l$	l	11
^ⁿʒ	ⁿʒ	6
ã$	ã	1
i$	i	6
s	s	13
f$	f	8
^l	l	10
ŋ$	ŋ	6
p	p	12
n	n	12
u	u	27
w	w	5
s$	s	12
^ᵐb	ⁿb	5
ɣ	ɣ	24
x$	x	10
e$	e	6
^gs	g s	1
ʊ	ʊ	3
ŋ	ŋ	8
ɳ	ɳ	1
r$	r	17
o$	o	2
n$	n	22
ɔ$	ɔ	1
ɸ$	ɸ	2
_	+	1
t$	t	14
^m	m	4
^ⁿd	ⁿd	6
pʷ	pʷ	1
^t	t	2
m$	m	5
^r	r	5
ŋs	ŋ s	1
ʧ	tʃ	4
x	x	5
p$	p	7
e	e	8
t͡s$	ts	2
a$	a	5
mʷ	mʷ	2
v$	v	1
z	z	1
ᵐb	ⁿb	2
^vʷ	vʷ	1
vʷ	vʷ	2
ɾ	ɾ	3
k	k	7
l̩$	l̩	1
^ᵐbʷ	ⁿbʷ	1
ʧ$	tʃ	1
f	f	1
n̩$	n̩	1
k$	k	1
^ᵑg	ⁿg	1
^s	s	3
ms	m s	1
^h	h	2
ɔ	ɔ	1
^ɣ	ɣ	2
^x	x	7
ɣs	ɣ s	3
b$	b	1
^k	k	1
t͡sʰ	tsʰ	1
^i	i	2
^p	p	1
^ʧ	tʃ	1
^v	v	1
^ŋ	ŋ	2
vs	v s	1
