Grapheme	IPA	Frequency
^’	ʔ	16
i	i	36
_	+	47
n$	n	44
^g	g	6
a	a	59
n	n	17
k	k	9
r	r	9
e	e	59
’	ʔ	19
^o	o	1
m	m	12
o:	oː	2
^ʝ	ʝ	7
l	l	12
o	o	35
_ⁿd	+ ⁿd	1
u	u	32
o$	o	5
^sʰ	sʰ	1
ⁿd	ⁿd	6
e$	e	9
^ɣʷ	ɣʷ	5
i$	i	12
m$	m	3
^ʰm	ʰm	2
g	g	7
c$	c/ts	8
^ⁿd	ⁿd	9
^j	j/dʒ	2
^k	k	12
^t̪	t̪	18
^p	p	12
a$	a	15
^n	n	15
^c	c	3
aᵐb	a ⁿb	4
w	w	6
v	v	6
^u	u	1
k$	k	24
^ʰv	ʰv	4
t̪$	t̪	7
^ʰk	ʰk	4
ŋ$	ŋ	3
p$	p	4
t̪	t̪	2
ɲ	ɲ	3
oo	oː	1
^ʰn	ʰn	1
^ŋ	ŋ	3
^i	i	1
ŋ	ŋ	1
^w	w	5
a:	aː	4
_ᵐb	+ ⁿb	2
^m	m	6
c	c/ts	3
ɲ$	ɲ	3
p	p	1
ᵐb	ⁿb	6
^ᵐb	ⁿb	1
^ʰʝ	ʰʝ	1
^ʰp	ʰp	2
ɛ$	ɛ	1
^f	f	1
^v	v	1
ʝ	ʝ	4
ʰ	ʰm	1
ẽ	ẽ	2
rʃ	r ʃ	1
ɛ	ɛ	1
^ŋ$	ŋ	1
^m$	m	1
^n$	n	1
^i$	i	1
^l	l	1
ø$	ø	1
ã$	ã	1
u$	u	1
