Grapheme	IPA	Frequency
^i	i	7
m	m	16
e	e	50
-	+	35
n	n	73
a$	a	99
^k	k	16
a	a	131
r	r	14
k	k	14
^m	m	27
t	t	50
u	u	44
^t	t	15
ɔ	ɔ	53
·-	+	1
^a	a	25
ʔ	ʔ	31
e$	e	24
^g	g	3
g	g	19
l	l	55
h	h	21
ɔ$	ɔ	15
^p	p	16
^l	l	16
^e	e	14
o$	o	7
^u	u	4
s	s	22
uu	uː	1
u$	u	31
^s	s	15
i	i	46
p	p	19
^ɔ	ɔ	5
i$	i	30
^ā	ā/a	4
^h	h	10
ū	ū	1
^o	o	3
o	o	13
^n	n	8
ɛ	ɛ	1
^ʔ	ʔ	4
ŋ$	ŋ	4
ŋ	ŋ	2
^r	r	9
_	+	3
b	b	7
^b	b	6
v	v	8
ā	ā/a 	14
^ŋ	ŋ	1
·	+	1
^ū	ū/u	1
ō	ō/o	1
ō$	ō/o	1
s$	s	1
^nn	nʰ	2
^f	f	2
f	f	1
āh	ā/a h	1
uu$	uː	1
