Grapheme	IPA	Frequency
^f	f	7
a	a	67
r	r	22
n	n	32
u	u	36
m	m	12
-	+	39
l	l	17
m$	m	17
^m	m	22
a$	a	38
^a	a	13
ⁿd	ⁿd	9
i	i	38
^l	l	6
t	t	18
^s	s	6
^k	k	5
s	s	6
n$	n	7
o	o	29
s$	s	5
^u	u	4
^b	b	5
e	e	21
k	k	2
aᵐb	a ⁿb	1
^d	d	4
^n	n	7
ls	l s	1
^ᵐb	ⁿb	1
b	b	7
^t	t	8
š	š/ʃ	4
u$	u	11
β	β	12
^č	č/tʃ	3
p$	p	1
l$	l	5
r$	r	2
^p	p	3
k$	k	2
^ɛ	ɛ	1
e$	e	5
^i	i	1
^e	e	2
tˢ	ts	1
i$	i	9
t$	t	4
b$	b	1
^β	β	3
^aᵐb	a ⁿb	2
^h	h	2
β$	β	2
y	y/j	1
^r	r	4
ž	ž/ʒ	1
d	d	2
mm	mː	1
^bʷ	bʷ	1
z	z	2
o$	o	2
^o	o	1
gʷ	gʷ	2
f	f	1
ɔ	ɔ	1
