Grapheme	IPA	Frequency
^ee	eː	1
-$	NULL	32
^m	m	20
a	a	153
o	o	21
ô$	ô/o	5
^b	b	7
y	y/j	31
uu	uː	13
-	+	39
r$	r	5
^kh	kʰ	2
aa	aː	29
^w	w	19
â	â/a	24
n	n	55
e	e	77
m$	m	8
^p	p	14
g$	g	4
^d	d	14
ââ	â/a â/a	13
n$	n	21
l	l	30
a$	a	27
m	m	26
e$	e	55
^t	t	31
u	u	36
^-	NULL	2
d	d	15
^c	c	9
c	c/ts	2
i$	i	40
^bw	bʷ	11
g	g	17
ee$	eː	3
u$	u	23
^g	g	6
ee	eː	8
k$	k	13
v	v	21
oo$	oː	2
^j	j/dʒ	9
^h	h	19
ii$	iː	1
ii	iː	5
t$	t	9
r	r	27
^mhw	mʷʰ	1
_	+	29
j	j/dʒ	8
^k	k	6
i	i	45
c$	c/ts	23
^th	tʰ	14
ê	ê/e	1
^e	e	11
^n	n	16
w	w	4
aa$	aː	3
oo	oː	2
ô	ô/o	8
bw	bʷ	11
^mw	mʷ	7
êê	êê/eː	1
-_	+	1
h	h	3
b	b	11
o$	o	8
^pw	pʷ	8
^ph	pʰ	9
^a	a	5
p$	p	7
vw	vʷ	8
t	t	3
v$	v	1
^vw	vʷ	3
^u	u	9
^â	â/a	8
ph	pʰ	2
^û	ʔ û/u	1
^y	y/j	12
^ê	ê/e	2
^ch	cʰ	3
x$	x	1
uu$	uː	1
^i	i	9
s	s	5
î$	î/i	4
^ô	ʔ ô/o	1
û	û/u	4
û$	û/u	1
^ii	iː	1
mw	mʷ	2
x	x	11
^o	o	4
^nh	nʰ	1
kh	kʰ	1
$	NULL	3
ch	ch/tsʰ	2
î	î/i	4
k	k	5
^x	x	2
^i$	i	2
^l	l	2
îî	îî/iː	3
^r	r	1
p	p	1
pw	pʷ	3
