Grapheme	IPA	Frequency
^l	l	37
i	i	58
m	m	33
a$	a	82
^s	s	22
e	e	41
^'a	ʔ a	2
t	t	65
a	a	182
i$	i	81
^v	v	9
'e$	ʔ e	3
'e	ʔ e	4
l	l	75
e$	e	34
^a	a	11
n	n	37
o$	o	38
^k	k	64
u	u	58
^à	ʔ à/a	12
u$	u	78
^t	t	39
f	f	25
^f	f	33
k	k	47
^p	p	16
p	p	7
^e	e	1
aa	aː	15
à$	ʔ à/a	4
'a$	ʔ a	3
o	o	56
^m	m	60
v	v	12
^i	i	9
ā	ā/a 	2
ā$	ā/a 	2
^uu$	uː	1
^u	u	2
^ì	ʔ ì/i	3
^a$	a	3
s	s	21
^'u	ʔ u	10
_	+	1
^g	g	8
g	g	20
^n	n	9
^àà	ʔ à/a ʔ à/a	1
'o$	ʔ o	3
^'u$	ʔ u	1
'u$	ʔ u	3
ii	iː	1
ii$	iː	3
ì$	ì	1
uu$	uː	2
aa$	aː	5
à	ʔ à/a	4
'u	ʔ u	3
'o	ʔ o	2
oo$	oː	3
^ì$	ʔ ì/i	1
èe	è/e	1
ee$	eː	7
^'o	ʔ o	1
'a	ʔ a	3
-	+	2
ì	ì/i	1
'i	ʔ i	2
oo	oː	1
^às	ʔ à/a s	1
^aa	aː	1
^i$	i	2
^à$	ʔ à/a	2
^o	o	2
ă	ă/a	1
^aa$	aː	1
ee	eː	1
è$	è/e	1
