Grapheme	IPA	Frequency
^l	l	19
i	i	104
m	m	17
a$	a	10
^m	m	45
o$	o	7
a	a	137
t	t	37
'$	ʔ	12
^t	t	15
o	o	53
r	r	23
e	e	36
-$	NULL	21
^d	d	16
l	l	25
w$	w	4
^h	h	8
e|	e +	7
h$	h	25
^b	b	26
l$	l	18
^a	a	7
v$	v	6
ŋ$	ŋ	10
'e	ʔ e	4
t$	t	20
^k	k	22
k$	k	16
ŋ	ŋ	11
n	n	20
^s	s	6
^u	u	1
s$	s	2
^n	n	11
k	k	17
m$	m	19
-	+	7
u	u	24
^'a	ʔ a	4
i|	i +	3
d	d	6
'i	ʔ i	8
'a	ʔ a	8
^v	v	8
v	v	15
h	h	15
ŋ|	ŋ +	1
^'u	ʔ u	1
r$	r	15
^e	e	7
^ŋ	ŋ	8
n$	n	18
'o	ʔ o	2
_	+	2
b	b	7
u|	u +	1
u$	u	10
^i	i	8
^r	r	4
'e$	ʔ e	2
^'o	ʔ o	4
'_	ʔ +	1
w	w	4
i$	i	8
ii	iː	1
a|	a +	5
^w	w	2
^p	p	1
s	s	4
p	p	3
^'i	ʔ i	1
'o$	ʔ o	1
'i$	ʔ i	1
^o	o	2
^oo	oː	1
'ŋ	ˀŋ	1
e$	e	2
^e$	e	1
