Grapheme	IPA	Frequency
^i	i	8
m	m	43
i	i	45
-	+	29
m$	m	7
^s	s	14
o	o	37
u	u	24
d	d	35
e$	e	27
^m	m	37
a	a	121
u$	u	26
^o	o	1
y	y/j	9
m|	m +	1
i$	i	34
^a	a	32
w	w	9
o$	o	41
^r	r	8
r	r	42
a$	a	30
^e	e	16
s	s	29
p	p	12
r$	r	13
s$	s	8
^d	d	16
e	e	86
^w	w	8
_	+	10
t	t	30
ʔ	ʔ	19
^t	t	15
n	n	45
^b	b	8
^f	f	20
ŋ	ŋ	2
g	g	2
^n	n	8
b	b	13
h	h	1
n$	n	11
f	f	30
t$	t	8
^u	u	4
^k	k	3
^y	y/j	6
ʔ$	ʔ	5
k	k	5
^-	NULL	1
rs	r s	2
ey	ey/ei	1
^p	p	4
i|	i +	1
ns	n s	3
tw	tʷ	1
a|	a +	1
^u|	u +	1
^e|	e +	1
m|s	m + s	1
r|	r +	1
dw	dʷ	1
ts	ts	1
p$	p	1
