Grapheme	IPA	Frequency
^r	r	18
i	i	61
f	f	9
r	r	27
f$	f	6
^p	p	18
aa	aː	39
q$	q	25
^g	g	19
l	l	26
a	a	90
ey	ey/ei	5
'$	ʔ	19
^m	m	39
t	t	5
'a	ʔ a	10
w$	w	17
^q	q	25
y	y/j	22
$	NULL	18
^y	y/j	16
e	e	43
n$	n	37
^w	w	8
o	o	32
b$	b	7
ii	iː	33
g$	g	25
^ch	cʰ	8
ee	eː	19
^n	n	16
ŋ$	ŋ	12
t$	t	4
ch$	ch/tsʰ	8
oo	oː	14
^d	d	10
^k	k	8
u	u	52
-	+	14
l$	l	27
^t	t	10
d$	d	4
^th	tʰ	7
th$	tʰ	10
uu	uː	26
^l	l	23
m$	m	9
s$	s	4
g	g	27
r$	r	15
ch	ch/tsʰ	9
^ŋ	ŋ	6
iy$	iy/i	4
'e	ʔ e	2
th	tʰ	4
ŋ	ŋ	10
^f	f	9
'i	ʔ i	2
'u	ʔ u	7
w	w	9
^b	b	12
lw	lʷ	1
m	m	9
n	n	16
^s	s	4
ll	lː	1
b	b	7
q	q	19
_	+	2
k	k	9
d	d	10
ë	ë/ə	5
p	p	4
s	s	2
k$	k	3
ö	ö/œ	3
^_	NULL	1
ä	ä/æ	9
rw	rʷ	1
öw$	ö/œ w	1
rr	rː	1
chw	chw/tsʷʰ	1
|	+	1
^u$	u	1
^g|	g +	1
d|	d +	1
m|	m +	1
a$	a	2
p$	p	2
^a	a	1
nn	nː	1
ü	ü/y	1
