Grapheme	IPA	Frequency
^kʰ	kʰ	12
a	a	116
m	m	19
e	e	39
-$	NULL	24
^k	k	19
r	r	37
i$	i	34
^h	h	23
n	n	34
t	t	16
a$	a	50
^n	n	14
ʔ	ʔ	47
^z	z	6
z	z	4
h	h	30
ɔ$	ɔ	27
^g	g	11
u	u	45
kʰ	kʰ	6
u$	u	30
^m	m	8
^f	f	17
i	i	36
^t	t	13
^tʰ	tʰ	5
ɔ	ɔ	41
l	l	27
^th	tʰ	1
^ñ	ɲ	1
p	p	9
k	k	17
ʔs	ʔ s	3
^s	s	8
^l	l	5
ās	ā/a s	1
^ɣ	ɣ	7
ɣ	ɣ	11
tʰ	tʰ	4
o$	o	3
^d	d	6
d	d	3
^pʰ	pʰ	1
-	+	1
_	+	8
f	f	6
ŋ	ŋ	8
b	b	9
e$	e	24
^p	p	5
^i	i	2
^ŋ	ŋ	2
ph	pʰ	2
ā	ā/a 	1
^b	b	9
v	v	6
g	g	11
^u	u	3
^ɔ	ɔ	1
^ph	pʰ	2
s	s	6
^a	a	6
kh	kʰ	1
^r	r	2
^k|	k +	1
^v	v	3
ī$	ī/i	1
th	tʰ	2
