Grapheme	IPA	Frequency
^ɔ	ɔ	6
l	l	45
k	k	20
ɛ	ɛ	44
-	+	70
ɣ$	ɣ	37
a	a	55
n$	n	46
^w	w	18
ɒ	ɒ	27
-$	NULL	35
^j	j/dʒ	17
n	n	11
r$	r	30
^u	u	8
e	e	14
j	j/dʒ	17
l$	l	18
^h	h	9
^l	l	19
m$	m	9
^r	r	27
ø$	ø	4
^ɣ	ɣ	12
œ	œ	63
h	h	4
^t	t	7
ŋ	ŋ	13
t	t	13
ŋ$	ŋ	4
ɨ	ɨ	16
y	y/j	43
^β	β	21
_	+	8
β	β	12
^ð	ð	17
^a	a	21
r	r	34
^k	k	11
ɔ	ɔ	19
ð	ð	13
^p	p	8
^ss	sː	1
i$	i	10
ɛ$	ɛ	14
ðh	ðʰ	1
ð$	ð	15
^n	n	14
^ø	ø	5
lh	lʰ	2
^mm	mː	1
$	NULL	3
^s	s	17
^i	i	2
ɣ	ɣ	5
i	i	8
^ŋ	ŋ	3
u$	u	7
rs	r s	2
^y	y/j	2
u	u	1
^m	m	8
k$	k	3
sw	sʷ	1
s$	s	8
s	s	10
o$	o	5
p	p	1
β$	β	7
t$	t	3
ø	ø	6
e$	e	7
^ʀ	ʀ	1
w	w	2
^o	o	1
ɔ$	ɔ	1
o	o	4
ðð	ðː	2
^e	e	1
tt	tː	3
^kk	kː	3
a$	a	4
^œ	œ	2
^pp	pː	2
^ðð	ðː	1
^ww	wː	1
tw	tʷ	1
c	c/ts	2
^nn	nʰ	3
^i$	i	1
^ɨ	ɨ	1
p$	p	1
m	m	1
^i|	i +	1
