Grapheme	IPA	Frequency
^b	b	16
a	a	122
ɣ	ɣ	4
n$	n	13
^k	k	16
e	e	36
ŋ$	ŋ	35
^v	v	15
i	i	43
ñ	ɲ	5
o	o	36
a$	a	17
^l	l	29
ŋ	ŋ	16
d	d	8
m$	m	14
t$	t	10
u	u	57
l	l	44
v	v	33
p	p	5
k$	k	33
^d	d	7
m	m	14
k	k	13
s	s	6
^s	s	14
^-	NULL	11
y	y/j	9
ɔ	ɔ	5
n	n	11
u$	u	22
^m	m	15
^u	u	2
o$	o	9
^ŋ	ŋ	5
^ð	ð	8
v$	v	6
^a	a	16
b	b	13
t	t	8
^y	y/j	16
ᵑg	ⁿg	3
^n	n	1
i$	i	11
p$	p	4
^h	h	5
ɛ	ɛ	2
_	+	5
^t	t	3
ɔ$	ɔ	4
^p	p	3
-	+	7
h	h	9
e$	e	8
ð	ð	10
ɛ$	ɛ	1
^g	g	2
w	w	1
g	g	2
^ä	ä/æ	1
^o	o	3
$	NULL	1
aᵑg	a ⁿg	1
^w	w	1
^o$	o	1
__	+	3
_$	NULL	1
