Grapheme	IPA	Frequency
^f	f	18
a	a	46
rs	r s	2
i	i	34
n	n	21
_	+	3
b	b	2
l	l	16
-$	NULL	27
^ˁa	ʔ a	7
r	r	34
a$	a	8
^a	a	2
e$	e	19
p	p	6
o	o	25
o$	o	7
^k	k	7
y	y/j	8
tˢ	ts	2
ə$	ə	11
^s	s	23
l$	l	2
^n	n	11
^p	p	12
k$	k	9
ɨ	ɨ	16
ps	p s	1
p$	p	8
u	u	21
^ð	ð	2
ð	ð	11
ɣ	ɣ	5
r$	r	15
s	s	8
^ˁi	ʔ i	3
n$	n	16
^r	r	13
ə	ə	28
m	m	4
m$	m	6
rˁ	rˤ	1
^r̃	r̃/r	1
e	e	23
^l	l	12
^mm	mː	1
h	h	1
ü$	ü/y	1
ŋ	ŋ	4
^u	u	1
^w	w	2
oˁ$	o ʕ	1
ɦ$	ɦ	2
·s	+ s	1
^t	t	9
^ss	sː	2
i$	i	5
rw	rʷ	1
-	+	6
ns	n s	1
ɨ$	ɨ	1
^m	m	10
ŋ$	ŋ	3
^y	y/j	3
ey	ey/ei	1
$	NULL	2
^β	β	2
^θ	θ	3
^ŋ	ŋ	2
^ˁə	ʔ ə	2
k	k	1
θ	θ	6
s$	s	1
t	t	4
β	β	4
r̃$	r̃/r	1
^rs	r s	1
^b	b	1
w	w	1
ø	ø	1
f	f	2
nw	nʷ	1
ð$	ð	2
bʷ	bʷ	1
u$	u	3
·	+	1
b$	b	1
^ˁo	ʔ o	1
βʷ	βʷ	1
^ˁe	ʔ e	2
ls	l s	1
_ˁ	+ ˤ/ʕ	1
β$	β	1
ɣ$	ɣ	1
ø$	ø	1
^yˁ	yˤ/jˤ	1
^ˁð	ˀð	1
θ$	θ	1
