Grapheme	IPA	Frequency
^n	n	10
i	i	71
m	m	33
a	a	170
-$	NULL	4
^o	o	6
s	s	45
e$	e	28
^m	m	17
u	u	62
e	e	35
nn	nː	2
a$	a	89
^k	k	20
k	k	30
u$	u	26
^s	s	15
l	l	65
n	n	42
_	+	26
i$	i	23
r	r	28
o	o	51
^a	a	33
aa	aː	5
t	t	38
-	+	37
^b	b	9
b	b	8
^r	r	13
^t	t	21
e|	e +	1
^p	p	14
pp	pː	1
ŋ	ŋ	24
^u	u	8
o$	o	17
^ŋ	ŋ	3
^i	i	10
p	p	10
g	g	10
y	y/j	1
ŋŋ	ŋː	1
^l	l	10
uu	uː	3
uu$	uː	7
^e	e	7
mm	mː	1
m$	m	1
a|	a +	1
l|	l +	1
l$	l	1
^uu	uː	2
ii	iː	1
^g	g	2
oo	oː	1
oo$	oː	3
^ii	iː	1
^w	w	1
rr	rː	1
n$	n	1
aa$	aː	4
ll	lː	2
ŋ|	ŋ +	2
^s|	s +	1
^q	q	1
