Grapheme	IPA	Frequency
^l	l	17
a	a	95
m	m	25
a$	a	24
^a	a	12
b	b	6
i	i	70
k	k	42
n	n	68
g	g	20
o	o	74
w	w	20
^k	k	46
e	e	43
n$	n	26
^n	n	7
s$	s	10
^o	o	1
l	l	38
o$	o	30
^m	m	32
e$	e	10
^t	t	8
k$	k	16
^s	s	18
^w	w	18
w$	w	4
u$	u	12
p	p	14
^i$	i	1
l$	l	9
nn	nː	4
^gh	gʰ	3
^h	h	5
i$	i	13
r	r	16
u	u	57
m$	m	16
t$	t	15
^y	y/j	4
t	t	21
_	+	6
g$	g	21
^i	i	6
ch	ch/tsʰ	1
^_	NULL	6
ps	p s	3
^r	r	8
v	v	5
^e	e	7
^v	v	3
ey	ey/ei	13
^p	p	16
$	NULL	5
s	s	9
y	y/j	6
^u	u	1
p$	p	6
^g	g	2
r$	r	5
rw	rʷ	1
^kw	kʷ	2
d	d	1
nw	nʷ	1
lw	lʷ	1
gh	gʱ	1
ks	k s	1
gs	g s	1
gw	gʷ	2
