Grapheme	IPA	Frequency
^n	n	61
ɛ	ɛ	20
-	+	153
v	v	21
r	r	37
a	a	202
ŋ	ŋ	27
k$	k	15
^t	t	3
i	i	24
m	m	43
r$	r	17
ɣ	ɣ	28
uʰ$	uʰ/u	1
l	l	30
e	e	8
n$	n	26
ɪ	ɪ	54
s	s	23
l$	l	11
i$	i	37
^k	k	2
o	o	20
vʃ	v ʃ	2
n	n	21
^ʧ	tʃ	1
ʧ	tʃ	19
^m	m	7
ɸ$	ɸ	2
u	u	42
ⁿd	ⁿd	3
ᵐb	ⁿb	9
b	b	6
ᵐʙ	ⁿʙ	3
_$	NULL	1
aᵐb	a ⁿb	4
ʷ	w	1
æ	æ	17
ʃ	ʃ	5
^ᵐb	ⁿb	2
x$	x	9
^ⁿdʳ	ⁿdʳ	2
e$	e	4
ə	ə	14
ᵐbʷ	ⁿbʷ	4
nw	nʷ	2
β	β	1
ᵑg	ⁿg	2
nʃ	n ʃ	1
^a	a	17
p	p	13
_	+	2
ŋ$	ŋ	6
ᵐβ	ⁿβ	1
ʊ	ʊ	12
vʷ	vʷ	2
^ɳ	ɳ	25
u$	u	10
k	k	9
^-	NULL	9
ʧ$	tʃ	7
^ᵑg	ⁿg	27
t	t	7
š	š/ʃ	2
pʷ	pʷ	2
p$	p	3
g	g	2
-$	NULL	1
m$	m	6
^r	r	2
o$	o	6
əʰ	ə h	1
ⁿt	ⁿt	2
_ᵑg	+ ⁿg	1
x	x	3
t$	t	2
s$	s	6
mʷ	mʷ	3
ʙ$	ʙ	2
^l	l	6
ⁿdʳ	ⁿdʳ	3
^x	x	1
^b	b	2
j	j/dʒ	2
ⁿdʳ$	ⁿdʳ	2
^ᵐbʷ	ⁿbʷ	1
h	h	2
fʷ	fʷ	1
ɪ$	ɪ	1
ʃ$	ʃ	1
--	+	2
ʉ	ʉ	2
ɳ	ɳ	1
^ɣ	ɣ	3
w	w	1
^o	o	1
χ$	χ	1
^i	i	2
^p	p	1
^ⁿd	ⁿd	2
aa	aː	1
