Grapheme	IPA	Frequency
^n	n	13
i	i	64
m	m	14
a	a	138
-	+	59
n	n	50
a$	a	107
^m	m	21
oo	oː	2
r	r	3
i$	i	23
^l	l	24
e	e	26
ʔ	ʔ	44
^ʔ	ʔ	22
ee	eː	1
l	l	64
k	k	10
^t	t	16
_	+	4
^b	b	11
u	u	41
s	s	18
u$	u	37
b	b	15
^f	f	20
uu	uː	3
f	f	24
^s	s	9
ŋ	ŋ	15
o	o	57
^o	o	7
g	g	10
d	d	7
^g	g	14
^i	i	8
ii	iː	3
^gʷ	gʷ	3
o$	o	21
^a	a	10
^ŋ	ŋ	3
e$	e	13
aa	aː	6
kʷ	kʷ	6
^e	e	3
^u	u	4
^w	w	6
^kʷ	kʷ	6
-$	NULL	1
a|	a +	2
t	t	17
^d	d	4
^k	k	4
aa$	aː	4
uu$	uː	1
ii$	iː	1
gʷ	gʷ	1
^i$	i	1
w	w	1
oo$	oː	2
e|	e +	1
o|	o +	1
^g|	g +	1
^ɔ	ɔ	1
ɔ$	ɔ	1
^kw	kʷ	1
kw	kʷ	1
ē	ē/e 	1
ɔ	ɔ	4
