Grapheme	IPA	Frequency
^n	n	111
a	a	105
-	+	143
m	m	35
n	n	18
ɪ	ɪ	81
k$	k	27
ɣ	ɣ	26
l	l	34
a$	a	5
t	t	33
ʊ$	ʊ	9
y	y/j	55
ŋ	ŋ	23
^ß	β	11
ß	β	24
n$	n	22
ɛ	ɛ	88
h	h	10
l$	l	16
_	+	14
ɛ$	ɛ	12
$	NULL	19
^h	h	5
s	s	12
m$	m	11
^ɣ	ɣ	8
ʊ	ʊ	23
w	w	17
i	i	47
p	p	4
k	k	21
pʷ	pʷ	21
iy$	iy/i	4
s$	s	5
b	b	4
^ɪ	ɪ	1
ɔ	ɔ	31
^d	d	2
^m	m	8
ɣ$	ɣ	14
d	d	6
^ŋ	ŋ	5
mʷ	mʷ	12
kh	kʰ	1
lw	lʷ	2
^y	y/j	11
ɪ$	ɪ	7
^t	t	11
ŋ$	ŋ	6
^lʊlʊ_+	l ʊ l ʊ	1
^k	k	12
p$	p	8
h$	h	14
^i	i	7
t$	t	19
^s	s	8
mʷ$	mʷ	3
^ɛ	ɛ	4
^l	l	10
u	u	10
^b	b	2
^w	w	4
^_+_	NULL	1
mw	mʷ	1
u$	u	2
w$	w	10
_$	NULL	1
^ʊ	ʊ	1
i$	i	2
ɣh	ɣʰ	2
ph	pʰ	1
ɰ$	ɰ	1
pʷ$	pʷ	2
tw	tʷ	3
th	tʰ	1
o$	o	2
^a	a	4
ɔ$	ɔ	5
-$	NULL	1
pw	pʷ	1
ŋw	ŋʷ	2
