Grapheme	IPA	Frequency
^θ	θ	3
i	i	38
_	+	38
n$	n	42
^j	j/dʒ	6
e	e	62
l	l	10
n	n	21
kʷ	kʷ	1
a	a	61
j	j/dʒ	3
u	u	38
θ	θ	2
^’	ʔ	5
^p	p	18
xʰ	xʰ	3
^ⁿd	ⁿd	8
^xʰ	xʰ	8
m	m	9
e$	e	14
^t̪	t̪	14
p	p	3
o	o	24
ⁿd	ⁿd	7
i$	i	10
^s	s	3
m$	m	2
g	g	3
c$	c/ts	16
t̪	t̪	8
^k	k	18
’	ʔ	12
^ð	ð	2
a$	a	14
f	f	1
c	c/ts	11
^gʷ	gʷ	2
^n	n	14
gʷ	gʷ	3
^g	g	2
^ʝ	ʝ	1
aᵐb	a ⁿb	3
^ɣʷ	ɣʷ	3
a:	aː	5
^ŋ	ŋ	1
ɲ	ɲ	1
k$	k	18
t̪$	t̪	8
^ʰp	ʰp	4
^m	m	7
k	k	6
p$	p	5
ã	ã	2
u$	u	4
^w	w	8
^c	c	9
v	v	6
^i	i	1
w	w	1
^ʰm	ʰm	1
ŋ	ŋ	2
pʰ	pʰ	1
o$	o	6
ɲ$	ɲ	4
ee	eː	1
pʷ	pʷ	1
^ᵐb	ⁿb	3
o:	oː	2
x	x	1
a:$	aː	1
ŋʷ	ŋʷ	1
ù$	ù/u	1
i:	iː	1
eᵐb	e ⁿb	1
^v	v	2
^ŋ$	ŋ	1
^m$	m	1
^n$	n	1
^e$	e	1
^l	l	1
^u	u	1
