Grapheme	IPA	Frequency
^n	n	74
o	o	91
r	r	45
u	u	40
-$	NULL	33
^m	m	11
r$	r	6
e	e	57
v	v	38
h$	h	8
^a	a	21
a	a	86
n$	n	11
c	c/ts	16
ŋ	ŋ	21
o$	o	11
^v	v	4
l	l	41
m$	m	13
^o	o	22
k	k	23
u$	u	22
c$	c/ts	13
^e	e	29
m	m	47
i$	i	56
t	t	46
h	h	10
n	n	27
p	p	21
i	i	47
s	s	10
ns	n s	1
^t	t	12
d	d	10
e$	e	6
w	w	7
ŋ$	ŋ	5
ms	m s	4
^s	s	9
lw	lʷ	5
p$	p	13
ch	ch/tsʰ	1
mw	mʷ	2
y	y/j	11
hw	hʷ	1
^r	r	2
^i	i	10
vs	v s	1
ls	l s	1
l$	l	4
^u	u	8
t$	t	10
i|	i +	1
^y	y/j	2
-	+	1
s$	s	4
^p	p	6
pw	pʷ	1
d$	d	1
^l	l	1
o|	o +	1
^w	w	1
a$	a	2
^k	k	4
k$	k	1
^c	c	1
^h	h	2
_	+	1
rw	rʷ	1
