Grapheme	IPA	Frequency
^a	a	21
w	w	15
i	i	70
ə	ə	46
-	+	21
k$	k	21
^n	n	10
ʏ	ʏ	12
a	a	90
t	t	20
ʏ$	ʏ	7
^m	m	15
á	á/a	7
ŋ$	ŋ	50
^l	l	15
^s	s	13
l$	l	10
^t	t	29
l	l	27
_	+	15
n	n	17
^-	NULL	8
m	m	13
a$	a	4
^k	k	3
r	r	14
u	u	47
o	o	28
m$	m	8
^w	w	11
^p	p	14
p	p	12
k	k	9
uʷ	u ʷ/w	1
ú	ú/u	5
s$	s	4
p$	p	5
^r	r	16
^'e	ʔ e	2
u$	u	19
i$	i	14
r$	r	13
ó	ó/o	6
^y	y/j	5
s	s	11
í	í/i	7
y	y/j	7
t$	t	6
^ʔ	ʔ	1
^'i	ʔ i	2
ŋ	ŋ	4
_$	NULL	2
^'a	ʔ a	1
e	e	15
ʔ	ʔ	5
^'o	ʔ o	2
ʔ$	ʔ	5
ɛ	ɛ	2
^e	e	4
'a	ʔ a	3
á$	á/a	1
^o	o	1
mʷ	mʷ	1
í$	í/i	1
é	é/e	1
u|	u +	1
'k	ˀk	1
n$	n	2
kʷ	kʷ	1
's	ˀs	1
'$	ʔ	2
^g	g	1
