Grapheme	IPA	Frequency
^kw	kʷ	6
a|	a +	4
l	l	64
m	m	30
-$	NULL	33
^m	m	9
a	a	87
u	u	45
l$	l	17
t	t	20
kw$	kʷ	7
^n	n	44
h	h	12
^e	e	11
i	i	36
o	o	11
k$	k	8
^s	s	2
^u	u	2
a$	a	41
^o	o	2
k	k	34
lh	lʰ	4
e	e	29
ə	ə	81
n$	n	26
^a	a	25
kw	kʷ	9
ú	ú/u	1
^t	t	7
mw	mʷ	3
aa	aː	10
p	p	16
ii	iː	3
s	s	14
n	n	19
^l	l	5
-	+	3
_	+	3
h$	h	5
^ŋ	ŋ	1
^-	NULL	2
pw	pʷ	4
ee	eː	2
ŋ	ŋ	7
nh	nʰ	2
ŋ$	ŋ	10
^ə	ə	13
^nh	nʰ	3
^aa	aː	4
lh$	lʰ	1
u$	u	10
vh$	vʰ	1
^v	v	5
m$	m	7
s$	s	8
mwh	mʷʰ	2
^mw	mʷ	2
^i	i	16
l|	l +	1
^p	p	5
v	v	8
ə|	ə +	1
i$	i	11
^lh	lʰ	1
^h	h	9
ii$	iː	1
^mh	mʰ	1
ŋh$	ŋʰ	1
^k	k	17
aa$	aː	1
í	í/i	1
o$	o	1
^ii	iː	2
t$	t	2
vh	vʰ	2
p|	p +	1
á	á/a	1
mh	mʰ	2
vs	v s	1
^pw	pʷ	1
pw$	pʷ	2
əə	əə/əː	1
mh$	mʰ	1
^vh	vʰ	1
n|	n +	1
e|	e +	1
ŋh	ŋʰ	1
e$	e	3
^f	f	1
^e$	e	1
f	f	1
i|	i +	1
u|	u +	1
