Grapheme	IPA	Frequency
^kh	kʰ	14
a	a	129
m	m	18
e	e	50
-	+	28
ñ	ɲ	33
a$	a	79
^m	m	10
i	i	46
r	r	42
i$	i	48
^h	h	14
n	n	27
t	t	13
^ɣ	ɣ	8
h	h	31
ɣ	ɣ	13
_	+	10
k	k	27
l	l	34
^t	t	9
^s	s	12
u	u	52
kh	kʰ	5
p	p	6
^n	n	27
b	b	14
ɔ	ɔ	44
u$	u	33
^f	f	15
g	g	15
o$	o	1
s	s	17
^th	tʰ	10
f	f	8
ŋ	ŋ	8
ɔ$	ɔ	24
^g	g	17
^b	b	11
^ts	ts	1
ʔ	ʔ	25
^l	l	7
e$	e	18
ās	ā/a s	1
^d	d	3
d	d	3
^ph	pʰ	5
_-$	NULL	1
^k	k	16
th	tʰ	7
^č	č/tʃ	2
^i	i	4
^ñ	ɲ	2
^ĵ	ĵ/dʒ	3
^a	a	3
^p	p	4
ph	pʰ	3
^r	r	2
v	v	5
^ʔ	ʔ	1
o	o	3
ĵ	ĵ/dʒ	4
ā	ā/a 	1
^v	v	1
^u	u	2
^ŋ	ŋ	1
