Grapheme	IPA	Frequency
^m	m	32
e$	e	47
^l	l	19
u	u	32
o	o	50
l	l	48
a$	a	84
a	a	121
v	v	18
e	e	48
^a	a	19
ᵑg	ⁿg	2
-$	NULL	2
ŋ	ŋ	17
g	g	12
u$	u	15
^n	n	22
n	n	45
m	m	53
^w	w	6
k	k	30
i$	i	24
d	d	16
r	r	26
o$	o	26
^v	v	24
t	t	10
^k	k	11
i	i	51
w	w	6
s	s	12
ⁿd	ⁿd	8
^č	č/tʃ	1
eᵐb	e ⁿb	2
b	b	21
ī	ī/i	1
^aᵐb	a ⁿb	5
aᵐb	a ⁿb	3
^r	r	3
_	+	8
aᵑg	a ⁿg	2
^t	t	4
^y	y/j	2
ñ	ɲ	1
^o$	o	2
p	p	5
y	y/j	3
^o	o	7
^ᵐb	ⁿb	4
x	x	3
^f	f	2
ᵐb	ⁿb	2
^u	u	1
^p	p	2
^x	x	1
^eᵐb	e ⁿb	1
^e	e	4
^ñ	ɲ	3
-	+	1
^i	i	4
ʷ	w	1
bw	bʷ	3
^ᵐbʷ	ⁿbʷ	1
ⁿǰ	ⁿǰ/ⁿdʒ	1
ĵ	ĵ/dʒ	1
ey	ey/ei	1
^ŋ	ŋ	10
^ᵑg	ⁿg	5
^eⁿd	e ⁿd	1
^s	s	2
^ⁿd	ⁿd	2
mʷ	mʷ	1
mw	mʷ	1
