Grapheme	IPA	Frequency
^p	p	21
aa	aː	16
w$	w	20
a	a	86
w	w	20
ú	ú/u	47
-	+	64
n$	n	22
^k	k	22
u	u	20
mʷ	mʷ	15
ʀ$	ʀ	8
^-	NULL	25
m	m	17
éé	éé/eː	13
y	y/j	31
ŋ$	ŋ	15
e	e	68
ʀ	ʀ	15
e$	e	7
f	f	7
t	t	20
á	á/a	39
l$	l	18
^y	y/j	65
l	l	30
-$	NULL	100
ll$	lː	2
f$	f	3
ii	iː	11
i	i	91
i$	i	9
^h	h	15
k	k	31
r$	r	13
^w	w	39
uu	uː	4
pʷ$	pʷ	3
pʷ	pʷ	4
^c	c	1
úú$	úú/uː	3
^t	t	15
aa$	aː	1
áá	á/a á/a	18
á$	á/a	4
úú	úú/uː	10
t$	t	19
^m	m	19
ŋ	ŋ	18
k$	k	17
h	h	8
^cc	cː	4
a$	a	11
n	n	20
^pʷ	pʷ	12
oo	oː	12
^ŋ	ŋ	8
h$	h	7
é	é/e	9
o$	o	9
ii$	iː	1
^f	f	22
^kk	kː	3
$	NULL	9
kk	kː	3
^mʷmʷ	mʷː	1
ó	ó/o	16
tt	tː	2
^ó	ʔ ó/o	1
^mʷ	mʷ	7
é$	é/e	7
^l	l	11
ú$	ú/u	4
o	o	32
^r	r	12
r	r	18
éw	é/e w	1
óó	óó/oː	13
^tt	tː	7
^ʀ	ʀ	9
^n	n	6
mw$	mʷ	2
mʷ$	mʷ	4
óh	ó/o h	1
ee	eː	7
_$	NULL	1
áá$	á/a á/a	2
^ff	fː	1
ll	lː	3
éé$	éé/eː	1
^pʷpʷ	pʷː	2
^pp	pː	2
u$	u	4
m$	m	2
chch$	chch/tsːʰ	1
chch	chch/tsːʰ	1
^mm	mː	1
ów	ó/o w	2
ey	ey/ei	4
p	p	4
pp	pː	1
p$	p	3
^ll	lː	1
^a	a	1
^i	i	1
ów$	ó/o w	1
éh	é/e h	1
s$	s	1
pw	pʷ	1
