Grapheme	IPA	Frequency
^n	n	12
a	a	85
m	m	55
a$	a	28
^ŋ	ŋ	7
s$	s	2
^w	w	3
oo	oː	14
-	+	15
n	n	23
o$	o	20
^k	k	22
u	u	48
b	b	21
-$	NULL	39
^-	NULL	71
p	p	16
^z	z	5
aa	aː	19
l	l	26
r$	r	5
^y	y/j	6
g	g	20
^m	m	22
k	k	22
k$	k	3
^g	g	1
u$	u	24
i	i	46
d	d	4
e	e	29
o	o	45
^t	t	15
r	r	29
t	t	45
z	z	12
^r	r	7
e$	e	21
_	+	13
ŋ	ŋ	21
^s	s	8
ŋ$	ŋ	13
^u	u	3
uu	uː	5
ii	iː	7
i$	i	22
y	y/j	4
^kw	kʷ	1
s	s	11
ee	eː	11
n$	n	11
w	w	4
^‐	NULL	1
‐$	NULL	1
l$	l	5
m$	m	6
^l	l	8
-_	+	1
t$	t	5
p$	p	2
^b	b	5
^pw	pʷ	1
^p	p	6
ŋs	ŋ s	1
‐	+	1
^a	a	3
aa$	aː	1
^i	i	1
