Grapheme	IPA	Frequency
^l	l	19
i	i	100
m	m	19
e$	e	26
^p	p	19
a	a	110
l	l	22
e	e	83
ŋ$	ŋ	16
u	u	36
n$	n	13
^n	n	10
h$	h	24
^a	a	11
u$	u	15
h	h	64
l$	l	26
^k	k	40
o	o	61
-$	NULL	8
^w	w	17
k	k	21
d	d	25
k$	k	28
p$	p	7
^pw	pʷ	16
pw	pʷ	12
p	p	12
r$	r	13
^t	t	12
ns	n s	2
w	w	12
d$	d	16
s	s	23
^mw	mʷ	7
^e	e	6
^d	d	16
i$	i	17
^m	m	19
t	t	18
a$	a	13
n	n	21
g	g	2
_	+	4
r	r	15
mw	mʷ	7
ŋ	ŋ	9
^ŋ	ŋ	3
^s	s	17
^mm	mː	1
s$	s	7
^r	r	10
^i	i	15
m$	m	4
n|	n +	2
^o	o	7
e|	e +	1
^u	u	3
o$	o	4
mw$	mʷ	2
hs$	h s	3
h|	h +	4
ns$	n s	1
pw$	pʷ	4
t$	t	5
ee	eː	1
^e$	e	1
^-	NULL	6
w$	w	2
-	+	8
ɛ	ɛ	11
y	y/j	1
