Grapheme	IPA	Frequency
^l	l	11
i	i	61
m	m	29
a	a	209
-$	NULL	2
^d	d	9
i$	i	30
^w	w	11
?	ʔ	2
n$	n	32
^y	y/j	10
e	e	39
-	+	46
u$	u	27
^p	p	9
ʔ	ʔ	22
r$	r	7
l$	l	6
^s	s	12
^k	k	3
l	l	27
u	u	61
s$	s	11
^n	n	19
d	d	18
k	k	9
o$	o	3
^t	t	19
n	n	32
ɡ	g	9
r	r	19
^ɡ	g	13
t	t	15
w	w	11
^m	m	25
_	+	43
s	s	22
ŋ	ŋ	21
o	o	46
ŋ$	ŋ	19
g	g	5
e$	e	7
^i	i	4
p	p	4
^a	a	13
m$	m	19
^r	r	5
b$	b	6
^b	b	9
^ŋ	ŋ	3
ɡ$	g	3
b	b	17
f	f	3
^f	f	2
?t	ˀt	1
$	NULL	1
t$	t	6
aa	aː	1
lw	lʷ	2
k$	k	3
^-	NULL	4
^u	u	5
y	y/j	6
ə	ə	1
^ii$	iː	1
^z	z	1
a$	a	2
d$	d	3
ls	l s	1
ŋw	ŋʷ	3
