Grapheme	IPA	Frequency
^k	k	27
a	a	134
m	m	17
e	e	46
-$	NULL	29
^m	m	16
i	i	59
r	r	30
i$	i	35
u	u	42
t	t	22
u$	u	37
^ɣ	ɣ	11
h	h	40
ɣ	ɣ	23
e$	e	28
^h	h	17
ŋ	ŋ	13
n	n	36
a$	a	45
^f	f	7
k	k	26
^z	z	6
^s	s	10
ɔ	ɔ	63
f	f	9
^t	t	15
o	o	4
l	l	22
^p	p	18
^a	a	6
v	v	10
^ŋ	ŋ	3
^b	b	8
s	s	14
^r	r	8
-	+	8
^n	n	12
ɔ$	ɔ	17
^l	l	5
p	p	11
ɔ̄$	ɔ̄/ɔ	3
b	b	7
^e	e	2
_	+	7
^u	u	2
g	g	6
z	z	2
^v	v	7
^d	d	7
d	d	8
^g	g	6
^ɔ	ɔ	2
a|	a +	2
^i	i	2
ā$	ā/a 	1
u|	u +	1
o$	o	2
i|	i +	1
