Grapheme	IPA	Frequency
^k	k	10
o	o	46
w	w	8
e	e	30
ñ$	ɲ	32
^ñ	ɲ	4
a	a	134
i$	i	24
^m	m	24
u	u	55
n$	n	19
y	y/j	37
^v	v	9
l$	l	12
^j	j/dʒ	20
^i	i	10
i	i	67
r	r	20
j	j/dʒ	5
r$	r	7
^q	q	26
l	l	12
p	p	16
-$	NULL	1
^n	n	15
rr	rː	3
m	m	15
^t	t	19
k	k	11
p$	p	8
n	n	14
k$	k	6
^s	s	15
s$	s	15
q$	q	14
u$	u	29
e$	e	1
pw	pʷ	2
^y	y/j	13
r̃$	r̃/r	5
s	s	7
r̃	r̃/r	4
^p	p	12
^u	u	11
ŋ$	ŋ	14
t$	t	20
nsw	n sʷ	1
ns$	n s	1
ñ	ɲ	2
m$	m	13
ŋ	ŋ	3
^r	r	6
t	t	7
^r̃	r̃/r	11
a$	a	8
o|	o +	2
^a	a	9
o$	o	6
^w	w	14
ij$	ij/i j	3
_	+	2
$	NULL	2
w$	w	1
^f	f	4
q	q	7
v	v	4
^l	l	10
f$	f	6
f	f	2
mw	mʷ	1
^kw	kʷ	1
^i|	i +	1
^k|	k +	1
^e	e	2
u|	u +	1
