Grapheme	IPA	Frequency
^p	p	9
a	a	88
ʉ	ʉ	28
-$	NULL	30
^i:	iː	4
m	m	11
ə	ə	2
ŋ$	ŋ	10
f	f	6
ɨ	ɨ	26
ʃ$	ʃ	7
ɛ	ɛ	13
ʃ	ʃ	10
^f	f	14
t	t	19
l$	l	14
^a:	aː	2
i	i	9
t:	tː	3
o$	o	3
^k	k	10
u	u	14
l	l	15
a$	a	11
^j	j/dʒ	8
æ:$	æː	1
^pw:	pʷː	3
ɞ	ɞ	7
^pw	pʷ	12
p	p	2
r$	r	8
^l	l	9
k	k	19
n	n	18
^u	u	3
pw	pʷ	8
^ʃ	ʃ	11
ʉ:	ʉː	2
^t	t	10
a:	aː	11
æ:	æː	12
_	+	7
ʃ:	ʃː	2
ɔ	ɔ	8
w$	w	22
^t:	tː	2
^a	a	20
r	r	17
e	e	22
j	j/dʒ	33
$	NULL	24
i:$	iː	4
^n	n	2
w	w	9
^ʃ:	ʃː	2
^m	m	15
^ʉ	ʉ	5
ɞ:	ɞː	11
o:	oː	5
^ŋ	ŋ	4
s	s	9
ŋ	ŋ	11
ʉ$	ʉ	10
i:	iː	7
^k:	kː	4
^s:	sː	1
^mw:	mʷː	1
o	o	26
s$	s	8
f$	f	3
^mw	mʷ	6
mw:	mʷː	2
^s	s	10
^r	r	8
^w	w	4
^i	i	8
n$	n	16
t$	t	7
^ʉ:$	ʉː	1
ɔ:	ɔː	3
^æ:	æː	2
mw	mʷ	6
ɔ$	ɔ	2
e:	eː	1
k$	k	5
p:	pː	1
u$	u	3
f:	fː	1
^n:	nː	1
æ$	æ	4
kk	kː	1
u:	uː	1
^o	o	3
u:$	uː	1
ll	lː	1
ɞ$	ɞ	4
k:	kː	4
^m:	mː	1
^w:	wː	1
^p:	pː	1
i$	i	3
ɛ:	ɛː	5
m$	m	4
p$	p	3
^æ	æ	2
æ	æ	3
l:	lː	2
^ŋ:	ŋː	1
^o:	oː	1
^l:	lː	1
^ɔ:	ɔː	1
^ɛ	ɛ	6
ɛ$	ɛ	2
^e:	eː	1
^i:$	iː	1
ns	n s	1
pw$	pʷ	1
^ɛ:	ɛː	1
