Grapheme	IPA	Frequency
^r	r	11
e	e	44
ŋ	ŋ	12
g	g	6
u	u	61
-$	NULL	9
^ɣ	ɣ	15
ɛ	ɛ	3
n	n	40
d	d	9
ɛ$	ɛ	1
^m	m	27
b	b	16
a	a	129
r	r	38
o	o	44
s	s	23
o$	o	27
l	l	32
ɣ	ɣ	25
^a	a	2
a$	a	70
^s	s	9
e$	e	24
^t	t	23
v	v	17
i	i	48
i$	i	24
u$	u	31
^k	k	29
h	h	14
^h	h	10
m	m	22
^n	n	15
k	k	28
z	z	4
t	t	35
^p	p	17
p	p	23
-	+	3
^i	i	6
_	+	21
^ŋ	ŋ	3
^l	l	3
^u	u	2
^o	o	2
^e	e	3
^v	v	9
j	j/dʒ	1
ɔ	ɔ	11
ɔ$	ɔ	4
k|	k +	1
^d	d	1
^z	z	2
e|	e +	1
a|	a +	1
^ɔ	ɔ	1
