Grapheme	IPA	Frequency
^ᵐb	ⁿb	10
i	i	43
n	n	10
-	+	44
ŋ$	ŋ	26
^ɣ	ɣ	14
a	a	64
l	l	15
a$	a	19
^mʷ	mʷ	5
u	u	46
t	t	21
œ$	œ	3
^r	r	12
o	o	23
ŋ	ŋ	5
^β	β	22
β	β	18
n$	n	16
^m	m	19
s	s	13
l$	l	12
_	+	3
m	m	11
^t	t	16
æ	æ	34
r	r	31
s$	s	16
^l	l	13
o$	o	8
^æ	æ	4
r$	r	17
ɣ	ɣ	15
^w	w	8
ᵏpʷ	kpʷ	3
^s	s	13
e	e	31
k$	k	9
üs	ü/y s	2
^ᵏpʷ	kpʷ	5
^ⁿd	ⁿd	7
œ	œ	10
m$	m	4
tw	tʷ	1
t$	t	13
ⁿd	ⁿd	2
ms	m s	1
ɣ$	ɣ	4
w	w	5
^u	u	3
^n	n	10
^ŋ	ŋ	3
k	k	3
e$	e	6
w$	w	3
ks	k s	1
pʷ	pʷ	2
^a	a	3
β$	β	5
ls	l s	1
p$	p	1
ᵐb	ⁿb	1
i$	i	6
ə	ə	1
^o	o	3
u$	u	5
ü	ü/y	1
nw	nʷ	1
b	b	1
^k	k	3
