Grapheme	IPA	Frequency
^l	l	15
i	i	108
m	m	42
a	a	264
n	n	102
a$	a	68
^a	a	57
_	+	202
l	l	54
r	r	55
t	t	41
u	u	115
k	k	52
^i	i	62
v	v	51
^n	n	7
g	g	31
p	p	37
o	o	42
t$	t	21
n$	n	17
r$	r	13
^d	d	6
^t	t	17
b	b	25
uu	uː	1
e$	e	12
^b	b	9
d	d	11
g$	g	9
e	e	19
i$	i	24
^m	m	12
u$	u	20
p$	p	7
^p	p	14
^k	k	18
k$	k	12
o$	o	11
-	+	1
l$	l	14
-$	NULL	1
^v	v	8
m$	m	4
^g	g	3
'u	ʔ u	1
^e	e	1
^o	o	3
?$	ʔ	1
^u	u	2
w	w	2
