Grapheme	IPA	Frequency
^b	b	37
á	á/a	71
i$	i	72
^m	m	54
i	i	62
n	n	86
g$	g	9
^á	ʔ á/a	17
t	t	59
a	a	168
^w	w	15
e$	e	34
^k	k	55
r	r	77
^n	n	48
k	k	61
o	o	28
o$	o	30
u	u	55
æ$	æ	16
w	w	12
^r	r	23
ó	ó/o	18
^t	t	42
n$	n	22
æ	æ	5
^u	u	11
a$	a	132
e	e	46
ú	ú/u	9
b	b	33
u$	u	27
í	í/i	11
_	+	11
g	g	27
^a	a	17
á$	á/a	1
^i	i	14
^í	ʔ í/i	7
'	ʔ	8
éw	é/e w	1
m	m	34
'a	ʔ a	3
'a$	ʔ a	3
é	é/e	17
aa$	aː	3
m$	m	4
^ó	ʔ ó/o	2
^mw	mʷ	1
^ú	ʔ ú/u	3
^e	e	1
^bw	bʷ	4
^o	o	3
nn	nː	3
^-	NULL	4
aa	aː	2
ee	eː	1
m'á	mˀ á/a	1
ó$	ó/o	1
bw	bʷ	7
^é	é/e	1
^i$	i	2
^n$	n	2
^i:$	iː	1
^a$	a	2
^g	g	1
ii	iː	1
-	+	8
-$	NULL	5
ŋ	ŋ	2
ii$	iː	1
