Grapheme	IPA	Frequency
^a	a	47
_	+	81
l	l	59
i	i	102
m	m	36
a$	a	85
^l	l	14
^m	m	17
a	a	226
r	r	50
t	t	35
u	u	133
n	n	108
k	k	50
e	e	18
^k	k	18
^i	i	38
v	v	55
g	g	31
l$	l	4
^p	p	15
p	p	24
s	s	46
i$	i	61
^t	t	20
o	o	45
b	b	22
n$	n	5
^v	v	14
^b	b	11
o$	o	17
^u	u	2
^n	n	11
e$	e	12
u$	u	34
t$	t	8
d	d	13
^s	s	13
g$	g	2
^g	g	6
^d	d	4
^r	r	4
^__	NULL	2
ts	ts	1
r$	r	3
m$	m	2
k$	k	1
s$	s	1
-	+	4
p$	p	1
