Grapheme	IPA	Frequency
^g	g	25
i	i	45
m	m	24
a$	a	83
^s	s	18
e	e	26
^m	m	45
a	a	146
u	u	55
i$	i	58
^b	b	5
'e$	ʔ e	1
'e	ʔ e	3
g	g	71
e$	e	24
^a	a	11
'u$	ʔ u	5
^t	t	37
k	k	37
h	h	28
^k	k	27
u$	u	52
^p	p	19
p	p	7
b	b	14
^ɣ	ɣ	2
ʔ	ʔ	9
n	n	42
^i	i	10
o	o	43
ɣ	ɣ	4
^à	ʔ à/a	8
t	t	49
^uu$	uː	1
^u	u	4
aa	aː	11
o$	o	30
^ì	ʔ ì/i	4
^'u	ʔ u	5
à$	ʔ à/a	8
^h	h	29
s	s	9
-$	NULL	2
^n	n	11
aa$	aː	8
^e	e	2
ee	eː	1
ì	ì/i	4
^ŋ	ŋ	2
'o$	ʔ o	2
^b$	b	1
^-	NULL	2
ŋ	ŋ	7
ii	iː	1
^l	l	4
^a$	a	1
'u	ʔ u	1
à	ʔ à/a	2
l	l	4
^ʔ	ʔ	2
ì$	ì	1
oo$	oː	3
^'o	ʔ o	2
-	+	1
ū	ū	1
uu	uː	1
^'e	ʔ e	1
'o	ʔ o	1
ās	ā/a s	1
^às	ʔ à/a s	1
_	+	1
^i$	i	1
^à$	ʔ à/a	1
^aa$	aː	1
^o	o	1
