Grapheme	IPA	Frequency
^n	n	10
i	i	52
m	m	16
a	a	65
-$	NULL	6
^k	k	23
s$	s	16
^t	t	21
o$	o	8
e	e	38
k	k	13
e$	e	12
^f	f	17
^s	s	24
u	u	57
s	s	13
u$	u	11
r	r	17
^l	l	7
a$	a	21
a:	aː	15
^b	b	13
l$	l	16
ŋ	ŋ	7
t	t	18
k$	k	20
^e	e	3
^p	p	23
f	f	12
t$	t	20
l	l	16
o	o	30
^d	d	3
d	d	1
^o	o	4
_$	NULL	4
n	n	9
r$	r	7
^ŋ	ŋ	1
ŋ$	ŋ	14
^i	i	7
b	b	6
n$	n	14
^m	m	20
i$	i	12
g	g	3
^w	w	4
^a	a	8
f$	f	5
^a:	aː	2
a:$	aː	2
^r	r	2
-	+	4
ks	k s	2
_	+	3
m$	m	9
w	w	1
p	p	4
^n|	n +	1
^u	u	2
p$	p	1
y	y/j	2
i:	iː	1
m|	m +	1
'm	ˀm	1
'n	ˀn	1
^g	g	2
^y	y/j	1
^o$	o	1
^i$	i	1
^u$	u	1
