Grapheme	IPA	Frequency
^g	g	10
a	a	61
l	l	12
o$	o	1
e	e	14
-$	NULL	2
^s	s	11
l$	l	5
^m	m	8
e$	e	5
^b	b	14
d	d	4
u	u	27
i	i	20
k$	k	5
^mw	mʷ	3
i$	i	11
^n	n	14
r	r	4
-	+	10
n$	n	26
s	s	6
p	p	4
ř	ř/r	3
u$	u	3
^bw	bʷ	2
j	j/dʒ	7
t$	t	8
^l	l	3
iː	iː	11
p$	p	14
m	m	16
eː	eː	4
ŋ$	ŋ	8
a$	a	4
^ŋ	ŋ	8
^j	j/dʒ	13
o	o	17
^ʔ	ʔ	1
Iː	ɪː	2
^t	t	4
n	n	14
^w	w	2
m$	m	3
^d	d	2
b	b	6
əː	əː	3
g	g	3
uː	uː	8
oː$	oː	1
ə	ə	3
_	+	3
^mwː	mʷː	1
mw	mʷ	2
w$	w	2
iː$	iː	3
w	w	2
ŋw	ŋʷ	1
^a	a	1
^n$	n	1
ɨ	ɨ	1
^r	r	1
^o	o	1
^i	i	1
ə$	ə	1
^h	h	2
aː	aː	1
^iː	iː	1
eː$	eː	1
ŋ	ŋ	3
ns	n s	1
