Grapheme	IPA	Frequency
^p	p	8
aa	aː	19
y	y/j	27
$	NULL	10
a	a	87
ú	ú/u	28
-$	NULL	77
^g	g	2
u	u	27
mʷ	mʷ	16
sh$	sʰ	7
sh	sʰ	6
e	e	43
e$	e	9
^f	f	19
t	t	22
á	á/a	30
l$	l	41
^-	NULL	28
f	f	8
^aa	aː	2
^a	a	20
l	l	52
^s	s	16
p	p	2
^á	ʔ á/a	5
f$	f	6
^gh	gʰ	19
ii	iː	6
i	i	59
i$	i	21
gh	gʱ	16
r$	r	12
^uu	uː	1
bʷ$	bʷ	2
^u	u	5
bʷ	bʷ	3
^sh	sʰ	9
úú$	úú/uː	2
^t	t	17
aa$	aː	1
s	s	10
^ú	ʔ ú/u	9
tt$	tː	1
tt	tː	2
r	r	25
-	+	58
^m	m	23
ŋ	ŋ	14
m	m	15
ŋ$	ŋ	15
gh$	gʱ	12
ch	ch/tsʰ	5
a$	a	9
^y	y/j	8
^úú	ʔ ú/u ʔ ú/u	3
w$	w	17
w	w	15
^i	i	8
^bʷ	bʷ	13
oo	oː	12
t$	t	23
^ŋŋ	ŋː	1
s$	s	8
^ŋ	ŋ	6
ii$	iː	1
^ff	fː	9
ff	fː	1
kk	kː	6
^mʷmʷ	mʷː	1
^ó	ʔ ó/o	3
^mʷ	mʷ	11
o	o	23
o$	o	6
^l	l	15
úú	úú/uː	9
ú$	ú/u	3
ey	ey/ei	3
^r	r	14
^w	w	10
óó	óó/oː	13
^tt	tː	2
áá	á/a á/a	15
^o	o	3
mw$	mʷ	2
^ii	iː	4
m$	m	3
mʷ$	mʷ	2
ós$	ó/o s	1
éé	éé/eː	6
ee	eː	10
ósh	ó/o sʰ	1
^ll	lː	3
á$	á/a	1
áá$	á/a á/a	2
^kk	kː	5
ó	ó/o	16
oo$	oː	1
^pʷpʷ	pʷː	5
ll$	lː	2
ll	lː	1
g$	g	1
éé$	éé/eː	2
^ww	wː	1
é	é/e	5
^pp	pː	1
u$	u	3
chch$	chch/tsːʰ	1
chch	chch/tsːʰ	1
^áá	ʔ á/a ʔ á/a	2
^mm	mː	1
ó$	ó/o	1
ów$	ó/o w	1
ósh$	ó/o sʰ	2
p$	p	6
é$	é/e	1
uu	uː	1
^ee	eː	2
^ii$	iː	1
^éé	ʔ é/e ʔ é/e	1
^oo	oː	1
bw	bʷ	1
éw$	é/e w	1
