Grapheme	IPA	Frequency
^ʔ	ʔ	37
a	a	255
m	m	44
b	b	27
a$	a	187
^a	a	14
-	+	32
n	n	89
^m	m	41
u	u	88
l	l	72
i$	i	53
ʔ	ʔ	83
o	o	37
ɔ	ɔ	35
e$	e	22
e	e	56
^l	l	23
^f	f	32
^s	s	16
i	i	92
f	f	30
ɔ$	ɔ	21
^t	t	25
_	+	9
^aa	aː	6
ii	iː	5
s	s	31
u$	u	55
r	r	41
ŋ	ŋ	44
^b	b	11
^n	n	20
aa	aː	9
n|	n +	1
^ŋ	ŋ	13
g	g	13
ɛ	ɛ	2
o$	o	21
^θ	θ	4
^p	p	1
^u	u	4
^r	r	24
k	k	30
^ɔ	ɔ	7
^oo	oː	1
^ɵ	ɵ	14
e|	e +	1
^ϑ	θ	5
^gw	gʷ	4
t	t	26
^ii	iː	4
l|	l +	1
gw	gʷ	10
kw	kʷ	14
^mw	mʷ	2
^w	w	4
^d	d	5
^k	k	40
aa$	aː	11
ā	ā/a 	3
ee$	eː	1
ī	ī/i	1
^i	i	6
^ŋw	ŋʷ	2
a|	a +	2
^Ө	θ	2
ϑ	θ	1
^kw	kʷ	5
oo$	oː	1
^uu	uː	1
^ū	ū/u	1
uu	uː	6
uu$	uː	3
ū$	ū	2
^ī	ī	1
ee	eː	3
^ɔɔ	ɔː	1
d	d	10
ā$	ā/a 	4
ɵ	ɵ	3
θ	θ	4
|	+	1
^ee	eː	2
^ɛ	ɛ	2
oo	oː	3
^g	g	1
i|	i +	1
ii$	iː	1
^i$	i	1
o|	o +	1
^e	e	1
