Grapheme	IPA	Frequency
^w	w	8
e	e	56
r	r	28
a	a	50
-	+	37
ŋ$	ŋ	33
^p	p	15
mʷ	mʷ	1
i	i	44
r$	r	16
m	m	29
t	t	17
u$	u	17
^i	i	3
^-	NULL	44
y	y/j	3
l$	l	12
^h	h	5
e$	e	30
k	k	11
lh	lʰ	1
i$	i	13
l	l	24
o	o	33
·$	NULL	2
^m	m	27
u	u	42
^l	l	11
^t	t	12
b	b	2
p	p	11
h	h	13
ñ	ɲ	7
a$	a	9
^r	r	8
ⁿd	ⁿd	2
n	n	14
_	+	2
œ	œ	6
^f	f	4
w	w	4
æ	æ	9
n$	n	19
o$	o	10
f	f	13
ü	ü/y	2
ŋ	ŋ	9
·	+	2
^ⁿd	ⁿd	1
fw	fʷ	2
^β	β	2
t$	t	2
mʷ$	mʷ	1
^s	s	4
s	s	5
^a	a	1
β	β	3
æ$	æ	2
m$	m	4
ə	ə	2
^mʷ	mʷ	3
č	č/tʃ	2
^o	o	3
^k	k	6
^pʷ	pʷ	1
^ᵐb	ⁿb	1
ɣ	ɣ	1
ls	l s	1
^u	u	1
pʷ	pʷ	1
ᵑg	ⁿg	1
^ɣ	ɣ	4
^o$	o	1
^y	y/j	2
œ$	œ	2
ms	m s	2
^n	n	4
·s	+ s	1
^ŋ	ŋ	1
ᵐb	ⁿb	1
^č	č/tʃ	1
