Grapheme	IPA	Frequency
^kh	kʰ	9
a	a	121
m	m	12
e	e	36
-	+	27
ñ	ɲ	31
a$	a	76
^m	m	11
r	r	34
i	i	46
^h	h	13
n	n	23
t	t	17
^n	n	25
ɣ	ɣ	13
e$	e	29
^t	t	10
i$	i	34
^ɣ	ɣ	7
^s	s	10
ɔ	ɔ	58
u$	u	43
^z	z	1
z	z	3
ʔ	ʔ	24
ɔ$	ɔ	15
g	g	13
l	l	40
_	+	5
f	f	16
s	s	17
^th	tʰ	10
ā	ā/a 	2
p	p	10
^g	g	16
u	u	39
^ph	pʰ	7
b	b	8
^b	b	7
th	tʰ	9
^ts	ts	1
^l	l	6
^d	d	7
d	d	3
h	h	21
ŋ	ŋ	8
^a	a	5
^ŋ	ŋ	2
^k	k	14
k	k	19
^r	r	3
o	o	1
v	v	4
o$	o	2
^č	č/tʃ	2
^f	f	16
^p	p	1
ĵ	ĵ/dʒ	2
kh	kʰ	1
^u	u	1
^ɔ	ɔ	1
^čh	čh/tʃʰ	1
^ñ	ɲ	4
ɨ	ɨ	1
ū	ū	1
^i	i	4
^ĵ	ĵ/dʒ	3
^v	v	2
č	č/tʃ	2
