Grapheme	IPA	Frequency
^l	l	10
i	i	30
m	m	13
a$	a	64
^m	m	29
a	a	122
u	u	42
r	r	42
i$	i	46
^k	k	36
n	n	32
e$	e	25
^v	v	16
h	h	16
^b	b	13
^u	u	2
l	l	42
o$	o	34
^d	d	5
^p	p	20
u$	u	36
^t	t	17
d	d	14
^h	h	11
t	t	21
o	o	45
k	k	15
b	b	12
^r	r	17
e	e	22
g	g	31
^g	g	6
^i	i	6
v	v	17
p	p	7
^a	a	1
^n	n	15
-	+	5
s	s	3
^e	e	2
_	+	1
aa$	aː	1
