Grapheme	IPA	Frequency
^l	l	13
u	u	53
m	m	31
a	a	110
-	+	56
ŋ$	ŋ	29
^m	m	24
u$	u	7
rw	rʷ	1
ə$	ə	40
^i	i	7
l	l	39
^-	NULL	45
f	f	8
i	i	53
l$	l	16
ə	ə	62
lw	lʷ	1
a$	a	8
β	β	21
n	n	29
ŋ	ŋ	5
k	k	44
o	o	29
β$	β	2
^ᵐb	ⁿb	18
e	e	15
r	r	33
p$	p	8
^k	k	16
^ⁿd	ⁿd	6
aᵐb	a ⁿb	2
^p	p	3
^t	t	11
·-	+	2
w	w	4
d	d	1
e$	e	5
ⁿd	ⁿd	6
mʷ	mʷ	1
i$	i	26
k$	k	5
^β	β	6
t	t	16
_	+	5
^ŋ	ŋ	6
n$	n	14
·	+	11
r$	r	14
ᵐb	ⁿb	5
^ə	ə	2
^a	a	4
^f	f	5
^n	n	14
p	p	4
o$	o	6
g	g	1
^ᵑg	ⁿg	1
kʷ	kʷ	1
m$	m	2
h	h	1
·$	NULL	2
^iᵐb	i ⁿb	1
^u	u	1
ᵑg	ⁿg	2
^s	s	1
