Grapheme	IPA	Frequency
^n	n	13
i	i	139
m$	m	21
m	m	25
a	a	260
n$	n	104
^k	k	62
w$	w	32
á	á/a	16
t	t	40
y	y/j	47
$	NULL	21
k	k	32
e	e	89
o	o	74
u	u	108
d$	d	13
^a	a	19
^i	i	3
^s	s	24
l	l	34
v	v	27
^g	g	20
^b	b	17
k$	k	13
b	b	18
^m	m	24
s	s	16
s$	s	22
é	é/e	11
^t	t	23
bw	bʷ	4
w	w	28
^v	v	9
n	n	57
t$	t	25
^y	y/j	28
ó	ó/o	5
p$	p	7
^d	d	10
l$	l	21
^pw	pʷ	7
^w	w	16
^mw	mʷ	8
és	é/e s	1
v$	v	13
_	+	5
kw	kʷ	12
d	d	11
g	g	19
g$	g	21
b$	b	9
^l	l	23
^gw	gʷ	1
^kw	kʷ	13
^í	ʔ í/i	1
^bw	bʷ	7
a$	a	2
p	p	8
iy$	iy/i	7
mw	mʷ	4
gw	gʷ	3
ey	ey/ei	3
^p	p	7
í	í/i	5
nw	nʷ	3
pw	pʷ	3
^u	u	1
ls$	l s	2
^ms	m s	1
e$	e	5
-	+	3
ów	ó/o w	3
^o	o	1
^e$	e	1
