Grapheme	IPA	Frequency
^l	l	15
i	i	62
g	g	16
a	a	183
-	+	84
n	n	56
a$	a	131
^i	i	8
_	+	30
m	m	29
w	w	12
ī$	ī/i	3
t	t	36
u$	u	32
^y	y/j	9
v	v	29
k	k	42
o$	o	10
^s	s	12
l	l	47
o	o	33
i$	i	16
^g	g	6
e	e	33
^q	q	4
^d	d	24
u	u	75
^k	k	29
q	q	7
e$	e	18
^w	w	7
āw	ā/a w	1
ā$	ā/a 	10
c	c/ts	30
^v	v	28
ū	ū	2
b	b	15
^n	n	5
^r	r	7
r	r	31
^u	u	5
^c	c	9
s	s	12
^b	b	12
d	d	12
^t	t	17
^m	m	14
^_	NULL	1
ā	ā/a 	5
ū$	ū	1
y	y/j	5
à	ʔ à/a	1
$	NULL	1
às	ʔ à/a s	1
oo$	oː	1
ē	ē/e 	1
ō$	ō/o	3
ō	ō/o	3
ās	ā/a s	1
^ō$	ō/o	1
ī	ī/i	1
^e$	e	2
^e	e	8
ɭ	ɭ	1
^o	o	5
^a	a	1
